StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,טופס הסכמה מדעת,Time luck_First Click,Time luck_Last Click,Time luck_Page Submit,Time luck_Click Count,חלוקה מזל,Time merit_First Click,Time merit_Last Click,Time merit_Page Submit,Time merit_Click Count,חלוקה מריט,Time inheritance_First Click,Time inheritance_Last Click,Time inheritance_Page Submit,Time inheritance_Click Count,חלוקה ירושה,SC0,surveyID,userID
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"טופס הסכמה מדעת

אינך חייב/ת להשתתף במחקר ולאי הסכמה להשתתפות לא תהיה כל השלכה עליך/עלייך והיא לא תפגע בך בכל דרך שהיא בהמשך.

אם תרצה/י בכך, תוכל/י להפסיק את מילוי השאלון בכל שלב שהוא מבלי שתהיה לכך כל השלכה עליך/עלייך ולא תיפגע/י מכך בכל דרך שהיא בהמשך.

המחקר אנונימי לחלוטין.

תודה מראש על שיתוף הפעולה.

על מנת לעבור לשאלון, נא אשר/י את טופס ההסכמה על ידי לחיצה על תיבת האישור.",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"בשונה משאלונים אחרים, בהם אתה מתבקש לענות על שאלות היפותטיות, במחקר זה אתה מתבקש לקבל החלטה, אשר לה השלכות לגבי סיטואציה מהחיים האמיתיים.

לפני מספר ימים, שני משתתפים אחרים, אשר נקרא להם עובד א' ועובד ב', נתבקשו לבצע מטלה. שניהם קיבלו דמי השתתפות זהים עבור עצם השתתפותם במחקר.

לאחר שסיימו לבצע את המטלה הוסבר להם כי:

	 עבור ביצוע המטלה הם יכולים לקבל תשלום נוסף (מעבר לדמי ההשתתפות).
	 תשלום זה תלוי בתוצאות הגרלה שבה לכל עובד יש סיכוי שווה לזכות. 
	העובד שיזכה בהגרלה, יקבל תשלום של 12 ש""ח עבור ביצוע המטלה ואילו העובד השני לא יקבל תשלום עבור ביצוע המטלה.

העובדים לא קיבלו מידע לגבי מי מביניהם זכה בהגרלה.

בנוסף הוסבר להם כי:


	משתתף נוסף אשר ישמש כצד שלישי, יקבל מידע לגבי המטלה ותוצאות ההגרלה אך לא אודות הביצועים שלהם במטלה.
	לצד שלישי זה תינתן האפשרות לקבל החלטה אודות חלוקה מחדש של ההכנסה מהמטלה בין שניהם ובכך לקבוע את התשלום הסופי של כל אחד מהם עבור ביצוע המטלה. 

אתה המשתתף שמשמש כצד שלישי. אנו מבקשים ממך להחליט האם לחלק מחדש את ההכנסה עבור ביצוע המטלה, בין עובד א' ועובד ב'.

ההחלטה שלך אנונימית לחלוטין. התשלומים לעובדים יועברו אליהם בהמשך אך ללא שום מידע נוסף.

עובד א' זכה בהגרלה. לכן , עובד א' קיבל 12 ש""ח עבור ביצוע המטלה ועובד ב' לא קיבל תשלום עבור ביצוע המטלה.



ציין בבקשה את הבחירה שלך מבין האפשרויות הבאות:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"בשונה משאלונים אחרים, בהם אתה מתבקש לענות על שאלות היפותטיות, במחקר זה אתה מתבקש לקבל החלטה, אשר לה השלכות לגבי סיטואציה מהחיים האמיתיים. 

לפני מספר ימים, שני משתתפים אחרים, אשר נקרא להם עובד א' ועובד ב', נתבקשו לבצע מטלה. שניהם קיבלו דמי השתתפות זהים עבור עצם השתתפותם במחקר.

לאחר שסיימו לבצע את המטלה הוסבר להם כי:

	עבור ביצוע המטלה הם יכולים לקבל תשלום נוסף (מעבר לדמי ההשתתפות).
	 תשלום זה תלוי ברמת הביצועים שלהם במטלה.
	העובד בעל הביצועים הטובים יותר יקבל תשלום של 12 ש""ח עבור ביצוע המטלה ואילו העובד השני לא יקבל תשלום עבור ביצוע המטלה. 

העובדים לא קיבלו מידע לגבי מי מביניהם היה בעל הביצועים הטובים יותר.

בנוסף הוסבר להם כי: 


	משתתף נוסף אשר ישמש כצד שלישי, יקבל מידע לגבי המטלה ולגבי רמת הביצועים שלהם.


  5. לצד שלישי זה תינתן האפשרות לקבל החלטה אודות חלוקה מחדש של ההכנסה מהמטלה בין שניהם ובכך לקבוע את התשלום הסופי של כל אחד מהם עבור ביצוע המטלה.

 
אתה המשתתף שמשמש כצד שלישי. אנו מבקשים ממך להחליט האם לחלק מחדש את ההכנסה עבור ביצוע המטלה, בין עובד א' ועובד ב'.

ההחלטה שלך אנונימית לחלוטין. התשלומים לעובדים יועברו אליהם בהמשך אך ללא שום מידע נוסף. 

לעובד א' היו ביצועים טובים יותר. לכן עובד א' קיבל 12 ש""ח עבור ביצוע המטלה ועובד ב' לא קיבל תשלום עבור ביצוע המטלה.



ציין בבקשה את הבחירה שלך מבין האפשרויות הבאות:",Timing - First Click,Timing - Last Click,Timing - Page Submit,Timing - Click Count,"בשונה משאלונים אחרים, בהם אתה מתבקש לענות על שאלות היפותטיות, במחקר זה אתה מתבקש לקבל החלטה, אשר לה השלכות לגבי סיטואציה מהחיים האמיתיים.

לפני מספר ימים, שני משתתפים אחרים, אשר נקרא להם משתתף א' ומשתתף ב', נתבקשו למלא שאלון אודות תחביבים שלהם. שניהם קיבלו דמי השתתפות זהים עבור עצם השתתפותם במחקר.

לאחר מילוי השאלון הוסבר להם כי:

	הם יכולים לקבל תשלום נוסף (מעבר לדמי ההשתתפות).
	 תשלום זה תלוי בתשובות שסיפקו בשאלון התחביבים ובהחלטה של עוד משתתף אשר נקרא לו ה""עובד"".
	העובד התבקש לבצע מטלה. עבור ביצוע המטלה, הוא קיבל תשלום על סך 12 ש""ח. 
	העובד קיבל את תשובותיהם לשאלון התחביבים, ועל בסיס תשובותיהם הוא נתבקש להחליט למי מביניהם הוא מעביר את התשלום שקיבל. לעובד לא ניתנה האפשרות לשמור את הכסף לעצמו, הוא היה חייב לבחור למי מבין שני המשתתפים להעביר את הכסף.
	המשתתף אשר נבחר על ידי העובד, יקבל את התשלום של העובד, כלומר תשלום של 12 ש""ח ואילו המשתתף השני לא יקבל תשלום.

משתתפים א' ו – ב' לא קיבלו מידע אודות החלטת העובד.

בנוסף  הוסבר להם כי:


	משתתף נוסף אשר ישמש כצד שלישי, יקבל מידע אודות המטלה שביצע העובד, התשלום שקיבל וכן לגבי החלטת החלוקה שלו שמבוססת על שאלון שקשור לתחביבים שלהם. 
	לצד שלישי זה תינתן האפשרות לקבל החלטה אודות חלוקה מחדש של הכנסת העובד בין שניהם ובכך לקבוע את התשלום הסופי של כל אחד מהם. 

אתה המשתתף שמשמש כצד שלישי. אנו מבקשים ממך להחליט האם לחלק מחדש את ההכנסה שניתנה על ידי העובד, בין משתתף א' ומשתתף ב'.

ההחלטה שלך אנונימית לחלוטין. התשלומים למשתתפים יועברו אליהם בהמשך אך ללא שום מידע נוסף. 

משתתף א' נבחר על ידי העובד על בסיס תשובות שני המשתתפים לשאלון התחביבים. לכן משתתף א' קיבל 12 ש""ח ומשתתף ב' לא קיבל תשלום.



ציין בבקשה את הבחירה שלך מבין האפשרויות הבאות:",Score,surveyID,userID
12/12/2021 7:01,12/12/2021 7:03,IP Address,87.68.221.101,100,72,True,12/12/2021 7:03,R_r6dSbk6GHnFzxaF,,,,,32.17979431,34.9407959,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,57.304,58.527,60.292,4,"אני מחלק מחדש: עובד א' מקבל 6 ש""ח, עובד ב'  מקבל 6 ש""ח",,,,,,,,,,,6,8d0d2944744db0a8ceb296e08bbcae45,c015c0562ba8a375e5f097e291968762
12/12/2021 7:01,12/12/2021 7:03,IP Address,87.71.28.98,100,136,True,12/12/2021 7:03,R_1CvU3LVWKrgrPPj,,,,,32.06660461,34.76519775,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,,,,,,,,,,,35.854,99.253,101.7,9,"אני מחלק מחדש: משתתף א' מקבל 10 ש""ח, משתתף ב' מקבל 2 ש""ח",10,8d0d2944744db0a8ceb296e08bbcae45,de57ce09f17dc74b6300992ebfec5510
12/12/2021 7:02,12/12/2021 7:04,IP Address,89.138.220.252,100,162,True,12/12/2021 7:04,R_3QEoRSsGJETJJ6y,,,,,32.06660461,34.76519775,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,54.428,54.428,56.269,1,"אני מחלק מחדש: עובד א' מקבל 8 ש""ח, עובד ב' מקבל 4 ש""ח",,,,,,,,,,,8,8d0d2944744db0a8ceb296e08bbcae45,de214866ab76d9f7d4d4a404096139fb
12/12/2021 7:02,12/12/2021 7:06,IP Address,37.142.174.148,100,254,True,12/12/2021 7:06,R_2X6byF4nQBOP44q,,,,,32.06660461,34.76519775,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,14.967,146.772,147.598,9,"אני לא מחלק מחדש:   עובד א' מקבל 12 ש""ח , עובד ב' מקבל 0 ש""ח",,,,,,,,,,,12,8d0d2944744db0a8ceb296e08bbcae45,db81ae6acdc9291eeec40e25c559c209
12/12/2021 7:58,12/12/2021 8:00,IP Address,212.76.97.73,100,123,True,12/12/2021 8:00,R_CfXZP8DqKAJNHqN,,,,,31.7808075,35.22869873,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,,,,,,,,,,,2.201,98.885,100.901,5,"אני מחלק מחדש: משתתף א' מקבל 8 ש""ח, משתתף ב' מקבל 4 ש""ח",8,8d0d2944744db0a8ceb296e08bbcae45,6aa1c06eb1faef1a175d62082055b1d8
12/12/2021 8:03,12/12/2021 8:05,IP Address,95.86.124.199,100,74,True,12/12/2021 8:05,R_3oEGoXBMSF3mCIE,,,,,31.7808075,35.22869873,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,,,,,,46.755,55.661,57.061,3,"אני מחלק מחדש: עובד א' מקבל 8 ש""ח, עובד ב' מקבל 4 ש""ח",,,,,,8,8d0d2944744db0a8ceb296e08bbcae45,c6202c1a622d0f3452244dbaaf5b3277
12/12/2021 8:17,12/12/2021 8:19,IP Address,141.226.11.43,100,100,True,12/12/2021 8:19,R_1r6QYkwHMKzNKCB,,,,,32.06660461,34.76519775,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,,,,,,,,,,,12.443,79.448,81.332,28,"אני מחלק מחדש: משתתף א' מקבל 8 ש""ח, משתתף ב' מקבל 4 ש""ח",8,8d0d2944744db0a8ceb296e08bbcae45,06910cb842f6d58497af36989cf24846
12/12/2021 8:26,12/12/2021 8:27,IP Address,176.230.211.186,100,61,True,12/12/2021 8:27,R_3kmHF9x9UWJmlZo,,,,,31.25379944,34.78579712,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,,,,,,49.639,49.639,51.055,1,"אני לא מחלק מחדש:   עובד א' מקבל 12 ש""ח , עובד ב' מקבל 0 ש""ח",,,,,,12,8d0d2944744db0a8ceb296e08bbcae45,17840537f8a6270b6b3be3e05281162a
12/12/2021 8:31,12/12/2021 8:33,IP Address,80.230.90.129,100,111,True,12/12/2021 8:33,R_3FLF5ZVhPKXgTvo,,,,,32.06660461,34.76519775,anonymous,HE,אני מאשר/ת שקראתי את טופס ההסכמה. אני מסכימ/ה למלא שאלון זה ומוכנ/ה שייעשה שימוש בתשובותיי לשאלון לצרכי מחקר בלבד,3.496,86.041,87.049,14,"אני מחלק מחדש: עובד א' מקבל 6 ש""ח, עובד ב'  מקבל 6 ש""ח",,,,,,,,,,,6,8d0d2944744db0a8ceb296e08bbcae45,784efe2c21fdd08f20bce47cf22af7cd
